Название;Родитель;Индекс;"Является городом?";"ID по КЛАДР"
40 лет Казахской ССР;Казахстан/Туркестанская область;;1;
40 лет Победы;Казахстан/Туркестанская область;;1;
Абай аулы;Казахстан/Кызылординская область;;1;
Абай;Казахстан/Карагандинская область;;1;
Абай;Казахстан/Жамбылская область;;1;
Абай;Казахстан/Кызылординская область;;1;
Абай;Казахстан/Жетысуская область;;1;
Абай;Казахстан/Жетысуская область;;1;
Абай;Казахстан/Туркестанская область;;1;
Абай;Казахстан/Туркестанская область;;1;
Абай;Казахстан/Жамбылская область;;1;
Абдан;Казахстан/Абайская область;;1;
Абди;Казахстан/Актюбинская область;;1;
Абдигаппар;Казахстан/Кызылординская область;;1;
Абибола;Казахстан/Туркестанская область;;1;
Абралы;Казахстан/Абайская область;;1;
Абыла;Казахстан/Кызылординская область;;1;
Ават;Казахстан/Жетысуская область;;1;
Ават;Казахстан/Алматинская область;;1;
Агарту;Казахстан/Жетысуская область;;1;
Агашорын;Казахстан/Павлодарская область;;1;
Агибет;Казахстан/Туркестанская область;;1;
Агынсай;Казахстан/Туркестанская область;;1;
Адаевка;Казахстан/Костанайская область;;1;
Аден Ата;Казахстан/Туркестанская область;;1;
Азамат;Казахстан/Туркестанская область;;1;
Азат;Казахстан/Туркестанская область;;1;
Азатлык;Казахстан/Туркестанская область;;1;
Азгир;Казахстан/Атырауская область;;1;
Ай;Казахстан/Абайская область;;1;
Айгыржал;Казахстан/Карагандинская область;;1;
Айдар;Казахстан/Костанайская область;;1;
Айдарколь кашары;Казахстан/Туркестанская область;;1;
Айдарлы;Казахстан/Алматинская область;;1;
Айдарлы;Казахстан/Акмолинская область;;1;
Айдарлы;Казахстан/Кызылординская область;;1;
Айдын;Казахстан/Атырауская область;;1;
Аймак;Казахстан/Северо-Казахстанская область;;1;
Айнабастау;Казахстан/Абайская область;;1;
Айнабулак;Казахстан/Карагандинская область;;1;
Айнабулак;Казахстан/Абайская область;;1;
Айнабулак;Казахстан/Жетысуская область;;1;
Айнаколь;Казахстан/Акмолинская область;;1;
Айнаколь;Казахстан/Павлодарская область;;1;
Айнатас;Казахстан/Туркестанская область;;1;
Айрык;Казахстан/Актюбинская область;;1;
Айса;Казахстан/Карагандинская область;;1;
Айсаринское;Казахстан/Северо-Казахстанская область;;1;
Айтеке би;Казахстан/Туркестанская область;;1;
Айтуар;Казахстан/Северо-Казахстанская область;;1;
Айтым;Казахстан/Павлодарская область;;1;
Айшырак;Казахстан/Улытауская область;;1;
Айыртас;Казахстан/Карагандинская область;;1;
Ак Кайнар;Казахстан/Восточно-Казахстанская область;;1;
Акадыр;Казахстан/Акмолинская область;;1;
Акай;Казахстан/Актюбинская область;;1;
Акалтын;Казахстан/Туркестанская область;;1;
Акан;Казахстан/Акмолинская область;;1;
Акан Сере;Казахстан/Северо-Казахстанская область;;1;
Акана Курманова;Казахстан/Акмолинская область;;1;
Аканбарак;Казахстан/Северо-Казахстанская область;;1;
Акарал;Казахстан/Жетысуская область;;1;
Акбай;Казахстан/Туркестанская область;;1;
Акбайлау;Казахстан/Алматинская область;;1;
Акбалык;Казахстан/Северо-Казахстанская область;;1;
Акбастау;Казахстан/Карагандинская область;;1;
Акбастау;Казахстан/Туркестанская область;;1;
Акбастау;Казахстан/Алматинская область;;1;
Акбастау;Казахстан/Туркестанская область;;1;
Акбастау;Казахстан/Туркестанская область;;1;
Акбасты;Казахстан/Кызылординская область;;1;
Акбауыр;Казахстан/Карагандинская область;;1;
Акбел;Казахстан/Карагандинская область;;1;
Акберди;Казахстан/Туркестанская область;;1;
Акбота;Казахстан/Павлодарская область;;1;
Акбулак;Казахстан/Акмолинская область;;1;
Акбулак;Казахстан/Туркестанская область;;1;
Акбулак;Казахстан/Западно-Казахстанская область;;1;
Акбулак;Казахстан/Абайская область;;1;
Акбулак;Казахстан/Актюбинская область;;1;
Акбулак;Казахстан/Туркестанская область;;1;
Акбулак;Казахстан/Карагандинская область;;1;
Акдала;Казахстан/Туркестанская область;;1;
Акермен;Казахстан/Жамбылская область;;1;
Акеспе;Казахстан/Кызылординская область;;1;
Акеспе;Казахстан/Актюбинская область;;1;
Акжазык;Казахстан/Жетысуская область;;1;
Акжайдак;Казахстан/Карагандинская область;;1;
Акжайык;Казахстан/Актюбинская область;;1;
Акжал;Казахстан/Алматинская область;;1;
Акжал;Казахстан/Карагандинская область;;1;
Акжар;Казахстан/Карагандинская область;;1;
Акжар-2;Казахстан/Актюбинская область;;1;
Акжар;Казахстан/Атырауская область;;1;
Акжар;Казахстан/Кызылординская область;;1;
Акжар;Казахстан/Туркестанская область;;1;
Акжар;Казахстан/Туркестанская область;;1;
Акжар;Казахстан/Восточно-Казахстанская область;;1;
Акжар;Казахстан/Актюбинская область;;1;
Акжар;Казахстан/Абайская область;;1;
Акжар;Казахстан/Актюбинская область;;1;
Акжарма;Казахстан/Кызылординская область;;1;
Акжартас;Казахстан/Карагандинская область;;1;
Акжигит;Казахстан/Мангистауская область;;1;
Акжол;Казахстан/Павлодарская область;;1;
Акжол;Казахстан/Туркестанская область;;1;
Акимовка;Казахстан/Акмолинская область;;1;
Аккайнар;Казахстан/Алматинская область;;1;
Аккайын;Казахстан/Акмолинская область;;1;
Аккайын;Казахстан/Павлодарская область;;1;
Аккайын;Казахстан/Актюбинская область;;1;
Аккайын;Казахстан/Атырауская область;;1;
Аккайын;Казахстан/Жетысуская область;;1;
Аккала;Казахстан/Абайская область;;1;
Аккемер;Казахстан/Актюбинская область;;1;
Аккемир;Казахстан/Актюбинская область;;1;
Аккенсе;Казахстан/Улытауская область;;1;
Аккент;Казахстан/Жетысуская область;;1;
Аккизтогай;Казахстан/Атырауская область;;1;
Аккияк;Казахстан/Карагандинская область;;1;
Акклет;Казахстан/Абайская область;;1;
Аккойлы;Казахстан/Туркестанская область;;1;
Акколтык;Казахстан/Туркестанская область;;1;
Акколь;Казахстан/Актюбинская область;;1;
Акколь;Казахстан/Алматинская область;;1;
Акколь;Казахстан/Павлодарская область;;1;
Акколь;Казахстан/Костанайская область;;1;
Акколь;Казахстан/Акмолинская область;;1;
Акколь;Казахстан/Актюбинская область;;1;
Акколь;Казахстан/Атырауская область;;1;
Акколь;Казахстан/Жамбылская область;;1;
Аккора;Казахстан/Атырауская область;;1;
Аккудук;Казахстан/Карагандинская область;;1;
Аккудык;Казахстан/Жетысуская область;;1;
Аккудык;Казахстан/Актюбинская область;;1;
Аккулак;Казахстан/Кызылординская область;;1;
Аккум;Казахстан/Актюбинская область;;1;
Аккум;Казахстан/Туркестанская область;;1;
Аккум;Казахстан/Туркестанская область;;1;
Аккум;Казахстан/Жамбылская область;;1;
Акмая;Казахстан/Кызылординская область;;1;
Акмечеть;Казахстан/Акмолинская область;;1;
Акмол;Казахстан/Акмолинская область;;1;
Акмоласай;Казахстан/Актюбинская область;;1;
Акмырза;Казахстан/Акмолинская область;;1;
Акозек;Казахстан/Алматинская область;;1;
Акой;Казахстан/Карагандинская область;;1;
Акоре;Казахстан/Карагандинская область;;1;
Акпатер;Казахстан/Западно-Казахстанская область;;1;
Акраб;Казахстан/Актюбинская область;;1;
Аксазды;Казахстан/Актюбинская область;;1;
Аксай;Казахстан/Северо-Казахстанская область;;1;
Аксай;Казахстан/Костанайская область;;1;
Аксай;Казахстан/Акмолинская область;;1;
Аксай;Казахстан/Алматинская область;;1;
Аксай;Казахстан/Актюбинская область;;1;
Аксай;Казахстан/Актюбинская область;;1;
Аксаковка;Казахстан/Абайская область;;1;
Аксенгир;Казахстан/Карагандинская область;;1;
Аксенгир;Казахстан/Алматинская область;;1;
Аксогым;Казахстан/Западно-Казахстанская область;;1;
Аксу;Казахстан/Жетысуская область;;1;
Аксу;Казахстан/Кызылординская область;;1;
Аксу;Казахстан/Актюбинская область;;1;
Аксу;Казахстан/Карагандинская область;;1;
Аксу;Казахстан/Жамбылская область;;1;
Аксуат аулы;Казахстан/Кызылординская область;;1;
Аксуат;Казахстан/Акмолинская область;;1;
Аксуатское;Казахстан/Костанайская область;;1;
Аксумбе;Казахстан/Туркестанская область;;1;
Актай;Казахстан/Абайская область;;1;
Актай;Казахстан/Западно-Казахстанская область;;1;
Актайлак;Казахстан/Улытауская область;;1;
Актам;Казахстан/Актюбинская область;;1;
Актам;Казахстан/Алматинская область;;1;
Актас;Казахстан/Карагандинская область;;1;
Актас;Казахстан/Абайская область;;1;
Актас;Казахстан/Туркестанская область;;1;
Актас;Казахстан/Северо-Казахстанская область;;1;
Актас;Казахстан/Акмолинская область;;1;
Актас;Казахстан/Улытауская область;;1;
Актасты;Казахстан/Улытауская область;;1;
Актасты;Казахстан/Актюбинская область;;1;
Актау;Казахстан/Улытауская область;;1;
Актау;Казахстан/Западно-Казахстанская область;;1;
Актерек;Казахстан/Алматинская область;;1;
Актерек;Казахстан/Карагандинская область;;1;
Актобе;Казахстан/Павлодарская область;;1;
Актобе;Казахстан/Карагандинская область;;1;
Актобе;Казахстан/Туркестанская область;;1;
Актобе;Казахстан/Кызылординская область;;1;
Актобе;Казахстан/Туркестанская область;;1;
Актобе;Казахстан/Карагандинская область;;1;
Актобе;Казахстан/Жамбылская область;;1;
Актогай;Казахстан/Абайская область;;1;
Актогай;Казахстан/Атырауская область;;1;
Актоган;Казахстан/Жетысуская область;;1;
Актоган;Казахстан/Жамбылская область;;1;
Актубек;Казахстан/Жетысуская область;;1;
Актубек;Казахстан/Абайская область;;1;
Актубек;Казахстан/Улытауская область;;1;
Актумсык;Казахстан/Карагандинская область;;1;
Акулен;Казахстан/Карагандинская область;;1;
Акчатау;Казахстан/Карагандинская область;;1;
Акшагат;Казахстан/Улытауская область;;1;
Акшагыл;Казахстан/Карагандинская область;;1;
Акшат;Казахстан/Актюбинская область;;1;
Акшатау;Казахстан/Кызылординская область;;1;
Акшатау;Казахстан/Актюбинская область;;1;
Акшаули;Казахстан/Абайская область;;1;
Акшелек;Казахстан/Западно-Казахстанская область;;1;
Акши;Казахстан/Павлодарская область;;1;
Акши;Казахстан/Жетысуская область;;1;
Акши;Казахстан/Абайская область;;1;
Акши;Казахстан/Алматинская область;;1;
Акши;Казахстан/Актюбинская область;;1;
Акшиганак;Казахстан/Костанайская область;;1;
Акший;Казахстан/Карагандинская область;;1;
Акший;Казахстан/Абайская область;;1;
Акший;Казахстан/Алматинская область;;1;
Акшимирау;Казахстан/Мангистауская область;;1;
Акшкол;Казахстан/Карагандинская область;;1;
Акшокат;Казахстан/Туркестанская область;;1;
Акшокы;Казахстан/Карагандинская область;;1;
Акшолы;Казахстан/Абайская область;;1;
Акшукур;Казахстан/Мангистауская область;;1;
Акын Сара;Казахстан/Жетысуская область;;1;
Акыртобе;Казахстан/Жамбылская область;;1;
Акышбай;Казахстан/Абайская область;;1;
Алабас;Казахстан/Карагандинская область;;1;
Алабас;Казахстан/Карагандинская область;;1;
Алабас;Казахстан/Актюбинская область;;1;
Алабие;Казахстан/Северо-Казахстанская область;;1;
Алабота;Казахстан/Северо-Казахстанская область;;1;
Алажиде;Казахстан/Жетысуская область;;1;
Алакол;Казахстан/Павлодарская область;;1;
Алаколь;Казахстан/Акмолинская область;;1;
Алатау;Казахстан/Алматы;;1;
Алаш;Казахстан/Туркестанская область;;1;
Алаш;Казахстан/Туркестанская область;;1;
Алга;Казахстан/Алматинская область;;1;
Алга;Казахстан/Атырауская область;;1;
Алга;Казахстан/Атырауская область;;1;
Алгабас;Казахстан/Западно-Казахстанская область;;1;
Алгабас;Казахстан/Абайская область;;1;
Алгабас;Казахстан/Алматы;;1;
Алгабас;Казахстан/Туркестанская область;;1;
Алгабас;Казахстан/Павлодарская область;;1;
Алгабас;Казахстан/Карагандинская область;;1;
Алгабас;Казахстан/Западно-Казахстанская область;;1;
Алгабас;Казахстан/Туркестанская область;;1;
Алдабергеново;Казахстан/Жетысуская область;;1;
Александровка;Казахстан/Павлодарская область;;1;
Александровка;Казахстан/Западно-Казахстанская область;;1;
Александровка;Казахстан/Северо-Казахстанская область;;1;
Александровка;Казахстан/Павлодарская область;;1;
Алексеевка;Казахстан/Абайская область;;1;
Алексеевка;Казахстан/Акмолинская область;;1;
Али;Казахстан/Алматинская область;;1;
Алимбет;Казахстан/Актюбинская область;;1;
Алимбетово;Казахстан/Туркестанская область;;1;
Алимтау;Казахстан/Туркестанская область;;1;
Алипова;Казахстан/Атырауская область;;1;
Алихан;Казахстан/Карагандинская область;;1;
Алия;Казахстан/Актюбинская область;;1;
Алка;Казахстан/Северо-Казахстанская область;;1;
Алкаагаш;Казахстан/Северо-Казахстанская область;;1;
Алкатерек;Казахстан/Северо-Казахстанская область;;1;
Алма-Арасан;Казахстан/Алматы;;1;
Алмалы;Казахстан/Западно-Казахстанская область;;1;
Алмалы;Казахстан/Туркестанская область;;1;
Алмалы;Казахстан/Алматинская область;;1;
Алмалы;Казахстан/Туркестанская область;;1;
Алмалы;Казахстан/Атырауская область;;1;
Алмалы;Казахстан/Жетысуская область;;1;
Алматинка;Казахстан/Карагандинская область;;1;
Алпамыс;Казахстан/Туркестанская область;;1;
Алтай батыра;Казахстан/Актюбинская область;;1;
Алтайка;Казахстан/Восточно-Казахстанская область;;1;
Алтайский;Казахстан/Восточно-Казахстанская область;;1;
Алтын Кемер;Казахстан/Туркестанская область;;1;
Алтынбастау;Казахстан/Туркестанская область;;1;
Алтынбел;Казахстан/Восточно-Казахстанская область;;1;
Алтынбулак;Казахстан/Северо-Казахстанская область;;1;
Алтынемель;Казахстан/Жетысуская область;;1;
Алтынсарино;Казахстан/Туркестанская область;;1;
Алтынсарино;Казахстан/Костанайская область;;1;
Алтынтобе;Казахстан/Шымкент;;1;
Алтыншокы;Казахстан/Абайская область;;1;
Алтыуй;Казахстан/Жетысуская область;;1;
Алуа;Казахстан/Костанайская область;;1;
Алуа;Казахстан/Северо-Казахстанская область;;1;
Аль-Фараби;Казахстан/Туркестанская область;;1;
Альжан;Казахстан/Северо-Казахстанская область;;1;
Алькен Оспанова;Казахстан/Туркестанская область;;1;
Альмерек;Казахстан/Алматинская область;;1;
Амангельды;Казахстан/Северо-Казахстанская область;;1;
Амангельды;Казахстан/Атырауская область;;1;
Амангельды;Казахстан/Алматинская область;;1;
Амангельды;Казахстан/Северо-Казахстанская область;;1;
Амангельды;Казахстан/Северо-Казахстанская область;;1;
Амангельды;Казахстан/Туркестанская область;;1;
Амангельды;Казахстан/Туркестанская область;;1;
Амангельды;Казахстан/Кызылординская область;;1;
Амангельды;Казахстан/Западно-Казахстанская область;;1;
Амангельды;Казахстан/Туркестанская область;;1;
Амангельды;Казахстан/Абайская область;;1;
Амангельды;Казахстан/Актюбинская область;;1;
Амандык;Казахстан/Северо-Казахстанская область;;1;
Аманкарагай;Казахстан/Костанайская область;;1;
Аманкельды;Казахстан/Актюбинская область;;1;
Амансай;Казахстан/Туркестанская область;;1;
Амантау;Казахстан/Карагандинская область;;1;
Амантобе;Казахстан/Улытауская область;;1;
Амантогай;Казахстан/Костанайская область;;1;
Анар;Казахстан/Акмолинская область;;1;
Ангал батыра;Казахстан/Акмолинская область;;1;
Ангарата;Казахстан/Туркестанская область;;1;
Андас батыра;Казахстан/Жамбылская область;;1;
Андреевка;Казахстан/Акмолинская область;;1;
Андриановка;Казахстан/Павлодарская область;;1;
Андыкожа батыра;Казахстан/Акмолинская область;;1;
Антоновка;Казахстан/Костанайская область;;1;
Апановка;Казахстан/Костанайская область;;1;
Арай массив;Казахстан/Жамбылская область;;1;
Арайлы;Казахстан/Туркестанская область;;1;
Аралагаш;Казахстан/Северо-Казахстанская область;;1;
Аралколь;Казахстан/Костанайская область;;1;
Аралкум;Казахстан/Кызылординская область;;1;
Аралкум;Казахстан/Алматинская область;;1;
Аралтобе;Казахстан/Актюбинская область;;1;
Аралтобе;Казахстан/Алматинская область;;1;
Аралтобе;Казахстан/Западно-Казахстанская область;;1;
Арасан;Казахстан/Жетысуская область;;1;
Ардолайты;Казахстан/Алматинская область;;1;
Арка;Казахстан/Костанайская область;;1;
Аркалык;Казахстан/Абайская область;;1;
Аркарлы;Казахстан/Карагандинская область;;1;
Армандастар;Казахстан/Абайская область;;1;
Арна;Казахстан/Атырауская область;;1;
Арнасай;Казахстан/Акмолинская область;;1;
Архангельское;Казахстан/Северо-Казахстанская область;;1;
Архарлы;Казахстан/Жетысуская область;;1;
Архарлы;Казахстан/Алматинская область;;1;
Архарлы;Казахстан/Жетысуская область;;1;
Архат;Казахстан/Абайская область;;1;
Аршалы;Казахстан/Костанайская область;;1;
Арыкты;Казахстан/Акмолинская область;;1;
Арысь;Казахстан/Туркестанская область;;1;
Асан;Казахстан/Атырауская область;;1;
Асенкритовка;Казахстан/Костанайская область;;1;
Астаган;Казахстан/Северо-Казахстанская область;;1;
Астау;Казахстан/Западно-Казахстанская область;;1;
Асы-Сага;Казахстан/Алматинская область;;1;
Асыл;Казахстан/Карагандинская область;;1;
Атажурт;Казахстан/Туркестанская область;;1;
Атамекен;Казахстан/Туркестанская область;;1;
Атамекен;Казахстан/Мангистауская область;;1;
Атамура;Казахстан/Туркестанская область;;1;
Атантай;Казахстан/Карагандинская область;;1;
Атасу (село);Казахстан/Улытауская область;;1;
Атбулак;Казахстан/Туркестанская область;;1;
Аубакир;Казахстан/Абайская область;;1;
Ауельбек;Казахстан/Павлодарская область;;1;
аул Кенеса Нокина;Казахстан/Актюбинская область;;1;
Аулиеагаш;Казахстан/Жетысуская область;;1;
Ауэзов;Казахстан/Абайская область;;1;
Ахмет;Казахстан/Карагандинская область;;1;
Аша;Казахстан/Туркестанская область;;1;
Ашису;Казахстан/Карагандинская область;;1;
Ашутасты;Казахстан/Костанайская область;;1;
Ащибулак;Казахстан/Алматинская область;;1;
Ащибулак;Казахстан/Алматинская область;;1;
Ащисай;Казахстан/Алматинская область;;1;
Ащису;Казахстан/Алматинская область;;1;
Ащыкара;Казахстан/Актюбинская область;;1;
Ащылысай;Казахстан/Актюбинская область;;1;
Ащысай;Казахстан/Актюбинская область;;1;
Аыйр;Казахстан/Карагандинская область;;1;
Аюлы;Казахстан/Карагандинская область;;1;
Аяган;Казахстан/Абайская область;;1;
Аятское;Казахстан/Костанайская область;;1;
Бабаата;Казахстан/Туркестанская область;;1;
Бабайкурган;Казахстан/Туркестанская область;;1;
Бабатай;Казахстан/Акмолинская область;;1;
Баганаты;Казахстан/Северо-Казахстанская область;;1;
Багисколь;Казахстан/Туркестанская область;;1;
Багыж;Казахстан/Туркестанская область;;1;
Бадам;Казахстан/Шымкент;;1;
Базарка;Казахстан/Абайская область;;1;
Базаркельды;Казахстан/Алматинская область;;1;
Базартобе;Казахстан/Западно-Казахстанская область;;1;
Базаршолан;Казахстан/Западно-Казахстанская область;;1;
Байгетобе;Казахстан/Атырауская область;;1;
Байгул;Казахстан/Улытауская область;;1;
Байдала;Казахстан/Павлодарская область;;1;
Байдала;Казахстан/Туркестанская область;;1;
Байдибек Ата;Казахстан/Туркестанская область;;1;
Байдибек би;Казахстан/Алматинская область;;1;
Байет;Казахстан/Павлодарская область;;1;
Байжанколь;Казахстан/Актюбинская область;;1;
Байжансай;Казахстан/Туркестанская область;;1;
Байзак;Казахстан/Жамбылская область;;1;
Байконыс;Казахстан/Туркестанская область;;1;
Баймаганбета Изтолина;Казахстан/Северо-Казахстанская область;;1;
Баимбет;Казахстан/Павлодарская область;;1;
Баймурат;Казахстан/Кызылординская область;;1;
Баймырза;Казахстан/Акмолинская область;;1;
Байнассай;Казахстан/Актюбинская область;;1;
Байсеит;Казахстан/Алматинская область;;1;
Байтак;Казахстан/Актюбинская область;;1;
Байтерек;Казахстан/Туркестанская область;;1;
Байтерек;Казахстан/Акмолинская область;;1;
Байтерек;Казахстан/Северо-Казахстанская область;;1;
Байтерек;Казахстан/Туркестанская область;;1;
Байтогай;Казахстан/Туркестанская область;;1;
Байторысай;Казахстан/Актюбинская область;;1;
Байтуган;Казахстан/Карагандинская область;;1;
Байтус;Казахстан/Северо-Казахстанская область;;1;
Байшилик;Казахстан/Северо-Казахстанская область;;1;
Бакалы;Казахстан/Жетысуская область;;1;
Баканас;Казахстан/Абайская область;;1;
Бакей;Казахстан/Восточно-Казахстанская область;;1;
Бакыбека;Казахстан/Туркестанская область;;1;
Бакырша;Казахстан/Туркестанская область;;1;
Бала би;Казахстан/Кызылординская область;;1;
Балабай;Казахстан/Улытауская область;;1;
Балабеит;Казахстан/Атырауская область;;1;
Балапан;Казахстан/Абайская область;;1;
Балатопар;Казахстан/Алматинская область;;1;
Балауса;Казахстан/Атырауская область;;1;
Балдыберек;Казахстан/Туркестанская область;;1;
Балкудук;Казахстан/Атырауская область;;1;
Балтабай;Казахстан/Алматинская область;;1;
Балтаколь;Казахстан/Туркестанская область;;1;
Балтасап;Казахстан/Павлодарская область;;1;
Балуан;Казахстан/Северо-Казахстанская область;;1;
Балыкши;Казахстан/Атырауская область;;1;
Баракпай;Казахстан/Акмолинская область;;1;
Баратай;Казахстан/Акмолинская область;;1;
Барашки;Казахстан/Северо-Казахстанская область;;1;
Барашки;Казахстан/Восточно-Казахстанская область;;1;
Барбастау;Казахстан/Западно-Казахстанская область;;1;
Барвиновка;Казахстан/Костанайская область;;1;
Барибаева;Казахстан/Алматинская область;;1;
Барлыбека Сырттанова;Казахстан/Жетысуская область;;1;
Барневка;Казахстан/Северо-Казахстанская область;;1;
Баршино;Казахстан/Карагандинская область;;1;
Барыколь;Казахстан/Северо-Казахстанская область;;1;
Бас Дересин;Казахстан/Карагандинская область;;1;
Баскамыс;Казахстан/Павлодарская область;;1;
Баскара;Казахстан/Кызылординская область;;1;
Басколь;Казахстан/Павлодарская область;;1;
Баскорык;Казахстан/Карагандинская область;;1;
Баскудук;Казахстан/Мангистауская область;;1;
Баскуншы;Казахстан/Жетысуская область;;1;
Басланды;Казахстан/Туркестанская область;;1;
Баспакколь;Казахстан/Кызылординская область;;1;
Бастау;Казахстан/Акмолинская область;;1;
Петровка;Казахстан/Карагандинская область;;1;
Бастобе;Казахстан/Жетысуская область;;1;
Басши;Казахстан/Жетысуская область;;1;
Басшили;Казахстан/Актюбинская область;;1;
Батпакты;Казахстан/Карагандинская область;;1;
Батык;Казахстан/Карагандинская область;;1;
Батыр;Казахстан/Мангистауская область;;1;
Батырбек;Казахстан/Атырауская область;;1;
Батыстау;Казахстан/Карагандинская область;;1;
Бауманское;Казахстан/Акмолинская область;;1;
Бауманское;Казахстан/Северо-Казахстанская область;;1;
Бауманское;Казахстан/Костанайская область;;1;
Баутино;Казахстан/Мангистауская область;;1;
Бахар;Казахстан/Алматинская область;;1;
Бахмут;Казахстан/Северо-Казахстанская область;;1;
Бахты;Казахстан/Абайская область;;1;
Бахыт;Казахстан/Туркестанская область;;1;
Башенколь;Казахстан/Актюбинская область;;1;
Башкуль;Казахстан/Абайская область;;1;
Башмачное;Казахстан/Павлодарская область;;1;
Баялдыр;Казахстан/Туркестанская область;;1;
Баян;Казахстан/Северо-Казахстанская область;;1;
Баянды;Казахстан/Мангистауская область;;1;
Баянкар;Казахстан/Абайская область;;1;
Бегазы;Казахстан/Карагандинская область;;1;
Бегалы;Казахстан/Актюбинская область;;1;
Бегенский лесхоз;Казахстан/Абайская область;;1;
Бегень;Казахстан/Абайская область;;1;
Бегимбет;Казахстан/Актюбинская область;;1;
Безводное;Казахстан/Павлодарская область;;1;
Безлесное;Казахстан/Северо-Казахстанская область;;1;
Бейбарыс;Казахстан/Атырауская область;;1;
Бейбитшилик;Казахстан/Туркестанская область;;1;
Бейнеткеш;Казахстан/Туркестанская область;;1;
Бейса Хазирета;Казахстан/Акмолинская область;;1;
Бейсен Онтаева;Казахстан/Туркестанская область;;1;
Бекарыстан би;Казахстан/Кызылординская область;;1;
Бекей;Казахстан/Западно-Казахстанская область;;1;
Бекет;Казахстан/Карагандинская область;;1;
Беки;Казахстан/Мангистауская область;;1;
Бексеит;Казахстан/Северо-Казахстанская область;;1;
Бектау;Казахстан/Акмолинская область;;1;
Белагаш;Казахстан/Павлодарская область;;1;
Белагаш;Казахстан/Карагандинская область;;1;
Белагаш;Казахстан/Акмолинская область;;1;
Белгородское;Казахстан/Акмолинская область;;1;
Белдеутас;Казахстан/Карагандинская область;;1;
Белес;Казахстан/Западно-Казахстанская область;;1;
Белкараган;Казахстан/Улытауская область;;1;
Белколь;Казахстан/Кызылординская область;;1;
Белкопа;Казахстан/Актюбинская область;;1;
Беловка;Казахстан/Северо-Казахстанская область;;1;
Беловодское;Казахстан/Акмолинская область;;1;
Белоглинка;Казахстан/Костанайская область;;1;
Белоглинка;Казахстан/Северо-Казахстанская область;;1;
Белоглинка;Казахстан/Костанайская область;;1;
Белоградовка;Казахстан/Северо-Казахстанская область;;1;
Белозерка;Казахстан/Костанайская область;;1;
Белоусовка;Казахстан/Восточно-Казахстанская область;;1;
Белоусовка;Казахстан/Павлодарская область;;1;
Белоярка;Казахстан/Акмолинская область;;1;
Белшер;Казахстан/Актюбинская область;;1;
Бель-Агач;Казахстан/Абайская область;;1;
Берген Исаханова;Казахстан/Туркестанская область;;1;
Береговое;Казахстан/Павлодарская область;;1;
Береговое;Казахстан/Костанайская область;;1;
Береговое;Казахстан/Павлодарская область;;1;
Березняковка;Казахстан/Акмолинская область;;1;
Берёзовка;Казахстан/Западно-Казахстанская область;;1;
Берёзовка;Казахстан/Восточно-Казахстанская область;;1;
Берёзовка;Казахстан/Северо-Казахстанская область;;1;
Берёзовка;Казахстан/Северо-Казахстанская область;;1;
Берёзовка;Казахстан/Восточно-Казахстанская область;;1;
Береке;Казахстан/Алматинская область;;1;
Береке;Казахстан/Павлодарская область;;1;
Береке;Казахстан/Туркестанская область;;1;
Береке;Казахстан/Атырауская область;;1;
Береке;Казахстан/Туркестанская область;;1;
Береке;Казахстан/Северо-Казахстанская область;;1;
Берекеши;Казахстан/Карагандинская область;;1;
Берель;Казахстан/Восточно-Казахстанская область;;1;
Береславка;Казахстан/Северо-Казахстанская область;;1;
Бериктас;Казахстан/Алматинская область;;1;
Берсуат;Казахстан/Акмолинская область;;1;
Бершинтобе;Казахстан/Туркестанская область;;1;
Бесагаш;Казахстан/Жамбылская область;;1;
Бесарык;Казахстан/Кызылординская область;;1;
Бесбидаик;Казахстан/Акмолинская область;;1;
Бесикти;Казахстан/Атырауская область;;1;
Бескетик;Казахстан/Туркестанская область;;1;
Бесколь;Казахстан/Жетысуская область;;1;
Бескопа;Казахстан/Актюбинская область;;1;
Бескудук;Казахстан/Северо-Казахстанская область;;1;
Бесмойнак;Казахстан/Алматинская область;;1;
Бесоба;Казахстан/Западно-Казахстанская область;;1;
Бесоба;Казахстан/Карагандинская область;;1;
Беспаловка;Казахстан/Северо-Казахстанская область;;1;
Бестам;Казахстан/Туркестанская область;;1;
Бестам;Казахстан/Кызылординская область;;1;
Бестамак;Казахстан/Актюбинская область;;1;
Бестамак;Казахстан/Карагандинская область;;1;
Бестау;Казахстан/Павлодарская область;;1;
Бестобе;Казахстан/Костанайская область;;1;
Бестогай;Казахстан/Акмолинская область;;1;
